                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.54393,                0.46779,                0.98014,                0.99828,                      1,                  0.995,                0.93493,                0.37935,                0.31675,                0.74386,               0.004819,               0.004819,               0.004819
                    159,                 0.5455,                0.46493,                0.99001,                0.99951,                      1,                  0.995,                0.93741,                0.37342,                0.30432,                0.74266,               0.004786,               0.004786,               0.004786
                    160,                0.52709,                0.44836,                0.95982,                0.99916,                      1,                  0.995,                0.92964,                 0.3766,                0.32963,                0.74477,               0.004753,               0.004753,               0.004753
                    161,                0.53151,                0.45957,                0.98512,                0.99937,                0.99254,                  0.995,                 0.9359,                0.36587,                0.45161,                0.74159,                0.00472,                0.00472,                0.00472
                    162,                   0.52,                0.45877,                0.98474,                0.99964,                0.99751,                  0.995,                0.92961,                0.38414,                0.31323,                0.75427,               0.004687,               0.004687,               0.004687
                    163,                0.52124,                 0.4652,                0.98559,                      1,                0.99949,                  0.995,                0.93533,                0.37331,                0.34232,                0.74566,               0.004654,               0.004654,               0.004654
                    164,                0.52582,                0.45575,                0.97228,                0.99957,                      1,                  0.995,                0.93572,                0.37103,                0.40073,                0.74166,               0.004621,               0.004621,               0.004621
                    165,                0.52844,                0.45229,                0.98704,                0.99752,                0.99948,                  0.995,                0.93008,                0.37695,                0.62928,                 0.7445,               0.004588,               0.004588,               0.004588
                    166,                0.53497,                0.45197,                0.99217,                0.99921,                0.99502,                  0.995,                0.93548,                0.36605,                0.41631,                0.74416,               0.004555,               0.004555,               0.004555
                    167,                0.52791,                0.45749,                0.97886,                0.99934,                      1,                  0.995,                0.93342,                0.35314,                0.32903,                0.73828,               0.004522,               0.004522,               0.004522
                    168,                0.51943,                0.43048,                0.97878,                0.99834,                      1,                  0.995,                0.92872,                0.38529,                0.38204,                0.74767,               0.004489,               0.004489,               0.004489
                    169,                0.53651,                0.46163,                0.98355,                0.99727,                      1,                0.99485,                0.93345,                0.37049,                 0.6076,                0.74399,               0.004456,               0.004456,               0.004456
                    170,                0.51379,                0.44633,                0.97306,                0.99886,                      1,                  0.995,                0.93414,                0.36618,                0.46993,                0.74415,               0.004423,               0.004423,               0.004423
                    171,                0.54424,                0.46666,                 1.0007,                0.99902,                      1,                  0.995,                0.93011,                0.36593,                 0.3251,                0.74275,                0.00439,                0.00439,                0.00439
                    172,                 0.5009,                0.44491,                0.96788,                0.99939,                      1,                  0.995,                0.92921,                0.36691,                0.30405,                0.73975,               0.004357,               0.004357,               0.004357
                    173,                0.51092,                0.44769,                0.97467,                0.99501,                0.99269,                0.99498,                0.93535,                0.36476,                0.29339,                0.73492,               0.004324,               0.004324,               0.004324
                    174,                0.52438,                0.44032,                0.96519,                0.99689,                      1,                  0.995,                0.94283,                0.36217,                 0.3411,                0.74107,               0.004291,               0.004291,               0.004291
                    175,                0.51618,                0.43802,                0.97008,                0.99796,                0.99751,                  0.995,                0.93885,                0.35847,                0.31565,                0.73633,               0.004258,               0.004258,               0.004258
                    176,                0.51434,                 0.4417,                0.97365,                0.99178,                      1,                0.99457,                0.93576,                0.36129,                0.45175,                  0.739,               0.004225,               0.004225,               0.004225
                    177,                0.50895,                0.43853,                0.97774,                0.99701,                      1,                0.99488,                0.93436,                0.36806,                0.40448,                0.73999,               0.004192,               0.004192,               0.004192
                    178,                0.51483,                0.43038,                 0.9594,                0.99752,                 0.9999,                0.99498,                0.93719,                0.35188,                0.38933,                0.73544,               0.004159,               0.004159,               0.004159
                    179,                0.49084,                0.43303,                0.96841,                0.99896,                      1,                  0.995,                0.93306,                0.34633,                  0.331,                0.73359,               0.004126,               0.004126,               0.004126
                    180,                0.49406,                0.42852,                0.97329,                0.99911,                      1,                  0.995,                0.94159,                0.34322,                0.29076,                 0.7283,               0.004093,               0.004093,               0.004093
                    181,                0.51117,                0.44599,                0.97435,                0.99872,                      1,                  0.995,                 0.9453,                0.33542,                0.33163,                0.72828,                0.00406,                0.00406,                0.00406
                    182,                 0.4985,                 0.4294,                 0.9653,                0.99452,                      1,                0.99352,                0.93991,                0.34262,                0.28542,                0.72976,               0.004027,               0.004027,               0.004027
                    183,                0.50303,                0.42352,                 0.9668,                0.99651,                      1,                  0.995,                   0.94,                0.33655,                0.27123,                0.72897,               0.003994,               0.003994,               0.003994
                    184,                0.49256,                0.41234,                0.96041,                0.99713,                      1,                  0.995,                 0.9416,                0.34782,                0.29082,                0.73445,               0.003961,               0.003961,               0.003961
                    185,                0.50675,                0.42684,                0.95972,                 0.9997,                      1,                  0.995,                0.93821,                0.34708,                0.33678,                0.73612,               0.003928,               0.003928,               0.003928
                    186,                0.47948,                0.41153,                0.96093,                0.99948,                      1,                  0.995,                 0.9493,                0.33724,                0.28169,                0.72953,               0.003895,               0.003895,               0.003895
                    187,                0.48785,                0.42196,                0.96439,                0.99966,                0.99751,                  0.995,                0.94757,                0.33954,                0.28167,                0.73173,               0.003862,               0.003862,               0.003862
                    188,                0.49181,                0.42399,                0.95883,                0.99968,                0.99751,                  0.995,                0.93973,                0.33981,                0.27062,                0.73386,               0.003829,               0.003829,               0.003829
                    189,                0.49091,                0.41418,                0.96071,                0.99951,                      1,                  0.995,                0.94097,                 0.3335,                0.28797,                0.72937,               0.003796,               0.003796,               0.003796
                    190,                0.48822,                0.42759,                0.95909,                0.99943,                      1,                  0.995,                0.94501,                0.34029,                0.30125,                0.73235,               0.003763,               0.003763,               0.003763
                    191,                0.48715,                0.42485,                0.96755,                0.99954,                      1,                  0.995,                 0.9494,                0.32638,                0.29023,                0.72843,                0.00373,                0.00373,                0.00373
                    192,                0.48684,                0.42668,                0.96157,                0.99953,                      1,                  0.995,                0.95125,                0.32653,                0.26052,                0.72433,               0.003697,               0.003697,               0.003697
                    193,                 0.4901,                0.42393,                0.95943,                0.99956,                      1,                  0.995,                0.95449,                0.31775,                0.25822,                0.72323,               0.003664,               0.003664,               0.003664
                    194,                0.47677,                0.40819,                0.95598,                 0.9996,                      1,                  0.995,                0.95109,                0.32427,                0.25174,                0.72567,               0.003631,               0.003631,               0.003631
                    195,                0.49121,                0.41077,                0.95408,                0.99472,                      1,                0.99437,                0.94242,                0.34179,                0.28217,                0.72844,               0.003598,               0.003598,               0.003598
                    196,                0.48981,                0.40584,                0.96703,                0.99936,                      1,                  0.995,                0.95243,                0.32365,                0.28334,                0.72469,               0.003565,               0.003565,               0.003565
                    197,                0.48213,                0.40228,                 0.9598,                0.99718,                      1,                  0.995,                0.95003,                0.33341,                0.27613,                 0.7265,               0.003532,               0.003532,               0.003532
                    198,                0.48291,                0.41106,                0.96229,                 0.9994,                      1,                  0.995,                  0.952,                0.31418,                0.26901,                0.72519,               0.003499,               0.003499,               0.003499
                    199,                0.47381,                0.41608,                0.96245,                0.99958,                      1,                  0.995,                0.94852,                0.32258,                0.29635,                0.72748,               0.003466,               0.003466,               0.003466
                    200,                0.47664,                0.41683,                0.95763,                0.99926,                      1,                  0.995,                0.95386,                0.32351,                0.31101,                0.72569,               0.003433,               0.003433,               0.003433
                    201,                0.46513,                0.40207,                0.95531,                0.99936,                      1,                  0.995,                0.95612,                0.31562,                 0.2605,                0.72038,                 0.0034,                 0.0034,                 0.0034
                    202,                0.46941,                0.42395,                0.95732,                0.99937,                      1,                  0.995,                0.95576,                0.31386,                0.27202,                0.72056,               0.003367,               0.003367,               0.003367
                    203,                0.46066,                0.38472,                0.93257,                0.99955,                      1,                  0.995,                0.95154,                0.31461,                0.24483,                0.72013,               0.003334,               0.003334,               0.003334
                    204,                0.48719,                0.43852,                0.97034,                0.99952,                      1,                  0.995,                0.95622,                0.31731,                0.26633,                0.72411,               0.003301,               0.003301,               0.003301
                    205,                 0.4506,                0.38953,                0.93639,                0.99948,                      1,                  0.995,                0.94821,                0.31563,                0.25885,                0.72162,               0.003268,               0.003268,               0.003268
                    206,                0.46306,                0.40266,                0.95557,                0.99888,                      1,                  0.995,                0.95459,                 0.3056,                  0.248,                0.71576,               0.003235,               0.003235,               0.003235
                    207,                0.45915,                0.38945,                0.94013,                0.99779,                      1,                  0.995,                0.95606,                0.30504,                0.25113,                0.71727,               0.003202,               0.003202,               0.003202
                    208,                0.46047,                0.39051,                0.94852,                0.99839,                0.99751,                  0.995,                0.95673,                0.30246,                0.25031,                  0.717,               0.003169,               0.003169,               0.003169
                    209,                0.44578,                0.37722,                0.94747,                0.99692,                      1,                  0.995,                0.95812,                0.30653,                0.24336,                0.71633,               0.003136,               0.003136,               0.003136
                    210,                0.48244,                0.41296,                0.95587,                0.99666,                      1,                0.99498,                0.95605,                0.31619,                0.24853,                0.71987,               0.003103,               0.003103,               0.003103
                    211,                 0.4687,                0.42105,                0.96092,                0.99917,                      1,                  0.995,                0.95555,                0.31632,                0.25073,                0.72129,                0.00307,                0.00307,                0.00307
                    212,                0.45355,                 0.3945,                0.94124,                0.99854,                      1,                  0.995,                0.95615,                0.31459,                0.24576,                0.72217,               0.003037,               0.003037,               0.003037
                    213,                0.45207,                0.39551,                0.95046,                0.99956,                      1,                  0.995,                0.96398,                0.29706,                0.24272,                0.72001,               0.003004,               0.003004,               0.003004
                    214,                0.45073,                0.38525,                0.94865,                0.99967,                      1,                  0.995,                0.95973,                0.29628,                0.24298,                0.71881,               0.002971,               0.002971,               0.002971
                    215,                 0.4509,                0.39318,                0.93565,                0.99961,                      1,                  0.995,                0.96083,                0.28937,                0.24047,                0.71514,               0.002938,               0.002938,               0.002938
                    216,                0.45008,                0.39247,                0.94588,                0.99979,                      1,                  0.995,                0.95706,                0.28578,                 0.2336,                0.71175,               0.002905,               0.002905,               0.002905
                    217,                0.45717,                 0.3816,                0.94684,                0.99728,                      1,                  0.995,                0.96203,                 0.2932,                0.23579,                0.71404,               0.002872,               0.002872,               0.002872
                    218,                0.44345,                 0.3801,                0.94174,                0.99946,                      1,                  0.995,                0.96434,                0.29292,                0.23204,                0.71401,               0.002839,               0.002839,               0.002839
                    219,                0.42291,                0.37063,                0.94352,                 0.9997,                      1,                  0.995,                0.95913,                 0.2904,                0.23927,                0.71638,               0.002806,               0.002806,               0.002806
                    220,                 0.4198,                0.37351,                0.94278,                0.99959,                      1,                  0.995,                0.95661,                0.29402,                0.24281,                0.71429,               0.002773,               0.002773,               0.002773
                    221,                0.42937,                0.37901,                0.92831,                 0.9975,                      1,                  0.995,                0.96063,                0.29829,                0.24483,                0.71162,                0.00274,                0.00274,                0.00274
                    222,                0.42721,                0.36994,                0.93229,                0.99731,                      1,                  0.995,                0.95288,                0.30327,                0.24439,                0.71377,               0.002707,               0.002707,               0.002707
                    223,                0.43456,                0.37415,                0.93716,                0.99971,                      1,                  0.995,                0.95521,                0.29695,                0.25782,                  0.715,               0.002674,               0.002674,               0.002674
                    224,                0.44321,                0.38021,                0.93808,                 0.9997,                      1,                  0.995,                0.95487,                0.28844,                0.24886,                0.70975,               0.002641,               0.002641,               0.002641
                    225,                  0.438,                0.37764,                0.93341,                0.99976,                      1,                  0.995,                0.95829,                0.30092,                0.23967,                0.71483,               0.002608,               0.002608,               0.002608
                    226,                0.42624,                0.37174,                0.93014,                0.99718,                      1,                  0.995,                 0.9583,                 0.2928,                 0.2316,                0.71147,               0.002575,               0.002575,               0.002575
                    227,                0.43608,                0.37132,                0.93136,                0.99957,                      1,                  0.995,                0.96276,                 0.2894,                0.23049,                0.70972,               0.002542,               0.002542,               0.002542
                    228,                0.42708,                0.37137,                0.93488,                0.99954,                      1,                  0.995,                0.96314,                0.28626,                0.22872,                 0.7096,               0.002509,               0.002509,               0.002509
                    229,                 0.4249,                0.36419,                0.94167,                0.99969,                      1,                  0.995,                0.95959,                0.29334,                 0.2377,                0.71239,               0.002476,               0.002476,               0.002476
                    230,                 0.4208,                0.36474,                0.93404,                0.99957,                      1,                  0.995,                0.96255,                0.28477,                0.22858,                0.71208,               0.002443,               0.002443,               0.002443
                    231,                0.40716,                0.35478,                0.92487,                0.99961,                      1,                  0.995,                0.96561,                0.27696,                0.22722,                0.70793,                0.00241,                0.00241,                0.00241
                    232,                0.42953,                0.35586,                0.93794,                0.99952,                      1,                  0.995,                0.96005,                0.29102,                0.23533,                0.71126,               0.002377,               0.002377,               0.002377
                    233,                0.41012,                0.35598,                0.92849,                      1,                0.99958,                  0.995,                0.96428,                0.28928,                0.24413,                0.70826,               0.002344,               0.002344,               0.002344
                    234,                0.43139,                0.36959,                0.93351,                0.99971,                      1,                  0.995,                0.96153,                0.28608,                0.22597,                0.70861,               0.002311,               0.002311,               0.002311
                    235,                0.41257,                0.34379,                0.91766,                0.99963,                      1,                  0.995,                0.96892,                0.27864,                0.23928,                0.70995,               0.002278,               0.002278,               0.002278
                    236,                0.40529,                0.34893,                0.92299,                0.99974,                      1,                  0.995,                0.97029,                 0.2891,                0.22394,                0.71098,               0.002245,               0.002245,               0.002245
                    237,                0.42387,                0.36032,                0.93537,                 0.9998,                      1,                  0.995,                 0.9664,                0.28036,                0.22368,                0.70954,               0.002212,               0.002212,               0.002212
                    238,                0.41023,                0.35125,                0.92856,                 0.9995,                      1,                  0.995,                0.96531,                0.28251,                0.22365,                0.70979,               0.002179,               0.002179,               0.002179
                    239,                0.42196,                0.34987,                0.92652,                0.99939,                      1,                  0.995,                0.96699,                0.26867,                0.22727,                0.70835,               0.002146,               0.002146,               0.002146
                    240,                0.42203,                0.37119,                0.93548,                0.99972,                      1,                  0.995,                0.96722,                0.27376,                0.22713,                0.70574,               0.002113,               0.002113,               0.002113
                    241,                0.39978,                0.35151,                0.92659,                0.99975,                      1,                  0.995,                0.96943,                0.26582,                0.22256,                0.70538,                0.00208,                0.00208,                0.00208
                    242,                0.39298,                0.33848,                0.92634,                0.99679,                      1,                  0.995,                0.96916,                0.26948,                 0.2244,                0.70532,               0.002047,               0.002047,               0.002047
                    243,                0.40047,                0.34387,                0.92162,                0.99847,                      1,                  0.995,                  0.967,                0.26268,                0.22274,                 0.7057,               0.002014,               0.002014,               0.002014
                    244,                0.38884,                0.33667,                0.90798,                 0.9995,                      1,                  0.995,                0.97198,                0.26432,                 0.2219,                0.70862,               0.001981,               0.001981,               0.001981
                    245,                0.39318,                0.33408,                0.91563,                0.99965,                      1,                  0.995,                 0.9667,                0.26463,                0.23536,                0.70567,               0.001948,               0.001948,               0.001948
                    246,                0.40412,                0.34881,                0.92567,                0.99973,                      1,                  0.995,                 0.9702,                0.26357,                 0.2229,                0.70349,               0.001915,               0.001915,               0.001915
                    247,                0.40152,                0.35091,                0.93432,                0.99972,                      1,                  0.995,                0.97086,                0.26117,                0.21698,                0.70231,               0.001882,               0.001882,               0.001882
                    248,                0.40395,                0.34564,                 0.9194,                0.99969,                      1,                  0.995,                 0.9702,                0.26541,                0.21801,                0.70401,               0.001849,               0.001849,               0.001849
                    249,                0.40136,                0.33913,                0.92561,                0.99977,                      1,                  0.995,                0.96895,                0.27057,                0.22414,                0.70515,               0.001816,               0.001816,               0.001816
                    250,                0.39128,                0.33456,                0.92003,                0.99979,                      1,                  0.995,                 0.9706,                0.25484,                  0.214,                0.70218,               0.001783,               0.001783,               0.001783
                    251,                0.39889,                0.33764,                0.92554,                0.99962,                      1,                  0.995,                0.97066,                0.26185,                0.21734,                0.70105,                0.00175,                0.00175,                0.00175
                    252,                 0.4023,                0.34909,                0.93592,                0.99973,                      1,                  0.995,                0.96797,                0.26733,                0.22557,                 0.7025,               0.001717,               0.001717,               0.001717
                    253,                0.39666,                0.33916,                0.91782,                0.99977,                      1,                  0.995,                0.96788,                0.27769,                0.22204,                0.70456,               0.001684,               0.001684,               0.001684
                    254,                0.39381,                0.33657,                 0.9315,                0.99977,                      1,                  0.995,                0.97086,                 0.2644,                  0.222,                0.70365,               0.001651,               0.001651,               0.001651
                    255,                0.38366,                0.33375,                0.91989,                0.99977,                      1,                  0.995,                   0.97,                0.26188,                0.21612,                0.70197,               0.001618,               0.001618,               0.001618
                    256,                0.38803,                0.32938,                0.92199,                0.99978,                      1,                  0.995,                0.97245,                0.25575,                0.21732,                0.70293,               0.001585,               0.001585,               0.001585
                    257,                0.37692,                0.33416,                0.91094,                0.99912,                      1,                  0.995,                0.97416,                0.25075,                0.20669,                0.70163,               0.001552,               0.001552,               0.001552
                    258,                0.38485,                0.33169,                0.91499,                0.99955,                      1,                  0.995,                0.97344,                0.24909,                0.20565,                0.70275,               0.001519,               0.001519,               0.001519
                    259,                0.37345,                0.32323,                0.91877,                0.99962,                      1,                  0.995,                 0.9733,                0.25337,                 0.2111,                0.70242,               0.001486,               0.001486,               0.001486
                    260,                 0.3813,                0.32739,                 0.9082,                 0.9998,                      1,                  0.995,                0.97352,                0.24796,                0.21151,                0.70283,               0.001453,               0.001453,               0.001453
                    261,                0.37844,                0.32507,                0.91614,                 0.9997,                      1,                  0.995,                0.96972,                 0.2573,                0.21078,                0.70233,                0.00142,                0.00142,                0.00142
                    262,                0.36886,                0.33605,                0.90129,                0.99975,                      1,                  0.995,                0.97351,                0.25105,                0.20663,                0.70129,               0.001387,               0.001387,               0.001387
                    263,                0.37403,                0.32561,                0.91907,                0.99977,                      1,                  0.995,                0.97542,                0.25083,                0.20434,                0.69832,               0.001354,               0.001354,               0.001354
                    264,                0.38266,                0.32259,                0.90582,                 0.9998,                      1,                  0.995,                0.97708,                0.24807,                0.21001,                0.69823,               0.001321,               0.001321,               0.001321
                    265,                0.38481,                0.32431,                0.91925,                0.99978,                      1,                  0.995,                0.97474,                0.24424,                0.20673,                0.69752,               0.001288,               0.001288,               0.001288
                    266,                0.38917,                0.32579,                0.92717,                0.99978,                      1,                  0.995,                0.97545,                 0.2463,                0.20598,                0.69873,               0.001255,               0.001255,               0.001255
                    267,                 0.3805,                0.33606,                0.91888,                0.99977,                      1,                  0.995,                0.97297,                0.24435,                0.20688,                0.69923,               0.001222,               0.001222,               0.001222
                    268,                0.37263,                0.32565,                0.91762,                0.99972,                      1,                  0.995,                0.97524,                0.24524,                0.21372,                0.69856,               0.001189,               0.001189,               0.001189
                    269,                0.37729,                0.32582,                0.93085,                 0.9997,                      1,                  0.995,                0.97965,                0.24646,                0.20717,                0.69846,               0.001156,               0.001156,               0.001156
                    270,                0.37675,                0.32744,                0.91806,                0.99961,                      1,                  0.995,                0.97831,                0.24107,                0.20027,                0.69685,               0.001123,               0.001123,               0.001123
                    271,                0.36871,                0.32418,                0.90748,                0.99977,                      1,                  0.995,                0.97774,                0.24126,                0.19934,                0.69695,                0.00109,                0.00109,                0.00109
                    272,                0.37725,                0.31781,                0.91138,                 0.9997,                      1,                  0.995,                0.97776,                0.24287,                0.20423,                0.69662,               0.001057,               0.001057,               0.001057
                    273,                0.35634,                0.31491,                0.90395,                0.99968,                      1,                  0.995,                 0.9758,                0.24457,                0.20281,                0.69548,               0.001024,               0.001024,               0.001024
                    274,                0.35948,                0.29956,                0.90172,                0.99978,                      1,                  0.995,                 0.9784,                0.23674,                0.20142,                0.69395,               0.000991,               0.000991,               0.000991
                    275,                0.35598,                0.31091,                0.90415,                0.99978,                      1,                  0.995,                0.97725,                0.23635,                0.20133,                0.69348,               0.000958,               0.000958,               0.000958
                    276,                0.36253,                 0.3213,                0.90427,                0.99979,                      1,                  0.995,                0.97915,                0.23055,                0.20007,                0.69298,               0.000925,               0.000925,               0.000925
                    277,                0.36475,                 0.3175,                0.92101,                0.99976,                      1,                  0.995,                0.97972,                0.22834,                0.19449,                 0.6927,               0.000892,               0.000892,               0.000892
                    278,                0.35531,                0.30747,                0.90344,                0.99975,                      1,                  0.995,                0.97775,                0.22722,                0.19655,                 0.6918,               0.000859,               0.000859,               0.000859
                    279,                 0.3597,                0.31538,                 0.9063,                0.99976,                      1,                  0.995,                 0.9784,                0.22889,                0.20206,                0.69307,               0.000826,               0.000826,               0.000826
                    280,                0.34191,                0.30125,                0.89758,                0.99979,                      1,                  0.995,                0.97795,                0.23164,                0.20258,                0.69345,               0.000793,               0.000793,               0.000793
                    281,                0.34829,                0.29877,                0.90235,                 0.9998,                      1,                  0.995,                0.97755,                0.22881,                0.20205,                0.69285,                0.00076,                0.00076,                0.00076
                    282,                0.35524,                0.29683,                0.91022,                0.99979,                      1,                  0.995,                0.97677,                0.22423,                0.19739,                0.69238,               0.000727,               0.000727,               0.000727
                    283,                0.34831,                0.31488,                0.90208,                0.99977,                      1,                  0.995,                0.97867,                0.22313,                0.19629,                0.69266,               0.000694,               0.000694,               0.000694
                    284,                0.34606,                0.29435,                0.89505,                0.99974,                      1,                  0.995,                0.97943,                 0.2287,                0.19823,                0.69318,               0.000661,               0.000661,               0.000661
                    285,                0.35764,                0.31779,                0.91265,                0.99974,                      1,                  0.995,                0.97891,                0.22602,                0.19492,                0.69273,               0.000628,               0.000628,               0.000628
                    286,                0.35685,                0.30601,                0.91878,                0.99975,                      1,                  0.995,                0.97697,                0.22234,                0.19076,                0.69226,               0.000595,               0.000595,               0.000595
                    287,                0.34776,                0.30832,                0.90113,                0.99976,                      1,                  0.995,                0.97736,                0.22018,                 0.1921,                0.69161,               0.000562,               0.000562,               0.000562
                    288,                0.35387,                0.31589,                0.89676,                0.99967,                      1,                  0.995,                0.97781,                0.21994,                0.19313,                0.69094,               0.000529,               0.000529,               0.000529
                    289,                0.36001,                0.31394,                0.91311,                0.99968,                      1,                  0.995,                0.97961,                0.21736,                0.19291,                0.69073,               0.000496,               0.000496,               0.000496
                    290,                0.36097,                 0.3136,                0.90749,                0.99977,                      1,                  0.995,                0.98044,                0.21295,                 0.1914,                0.69014,               0.000463,               0.000463,               0.000463
                    291,                0.35546,                0.31101,                0.91869,                0.99977,                      1,                  0.995,                0.97936,                0.21385,                0.19261,                0.69048,                0.00043,                0.00043,                0.00043
                    292,                0.35896,                 0.3219,                0.91417,                0.99977,                      1,                  0.995,                 0.9792,                0.21406,                0.19201,                0.69045,               0.000397,               0.000397,               0.000397
                    293,                0.35388,                0.30738,                0.90959,                0.99977,                      1,                  0.995,                0.98125,                0.21419,                0.19304,                0.69081,               0.000364,               0.000364,               0.000364
                    294,                0.35807,                 0.3073,                0.90769,                0.99979,                      1,                  0.995,                0.98185,                 0.2127,                0.19182,                0.69124,               0.000331,               0.000331,               0.000331
                    295,                0.34914,                  0.313,                0.90926,                0.99979,                      1,                  0.995,                0.98161,                0.21315,                0.18977,                0.69157,               0.000298,               0.000298,               0.000298
                    296,                0.35308,                0.30495,                0.90547,                0.99979,                      1,                  0.995,                0.98133,                0.21422,                 0.1899,                 0.6913,               0.000265,               0.000265,               0.000265
                    297,                0.33444,                0.29393,                0.89464,                 0.9998,                      1,                  0.995,                0.98008,                0.21721,                0.19137,                0.69167,               0.000232,               0.000232,               0.000232
                    298,                0.34396,                 0.3041,                 0.9054,                 0.9998,                      1,                  0.995,                0.98278,                0.21158,                0.18938,                0.69122,               0.000199,               0.000199,               0.000199
                    299,                0.34277,                    0.3,                0.90687,                 0.9998,                      1,                  0.995,                0.98285,                0.21075,                0.19138,                0.69116,               0.000166,               0.000166,               0.000166
